491;LD1M / 00059522 / 7;314/2;0,0700 HA;
492;LD1M / 00060025 / 3;58;0,4100 HA;
493;LD1M / 00060685 / 7;70/3;0,2447 HA;
494;LD1M / 00061085 / 8;409/2;0,1250 HA;
495;LD1M / 00061201 / 8;220/2;0,2200;
496;LD1M / 00061260 / 9;409/1;0,1200 HA;
497;LD1M / 00061342 / 8;133/1;0,1200 HA;
498;LD1M / 00061447 / 4;410/2;0,0500 HA;
499;LD1M / 00061600 / 5;130/4;0,1208 HA;
500;LD1M / 00061603 / 6;237/2;643,0000 M2;
501;LD1M / 00061969 / 9;130/3;0,1220 HA;
502;LD1M / 00062156 / 4;288/1;0,0300 HA;
503;LD1M / 00062571 / 9;217;0,1700 HA;
504;LD1M / 00062582 / 9;68;0,6500 HA;
505;LD1M / 00062828 / 6;154;0,1200 HA;
506;LD1M / 00062840 / 6;69;0,1600 HA;
507;LD1M / 00063706 / 2;148;0,1300 HA;
508;LD1M / 00063715 / 8;320/2;0,1351 HA;
509;LD1M / 00064114 / 2;166/1;0,0700 HA;
510;LD1M / 00064486 / 0;22;0,4000 HA;
511;LD1M / 00064495 / 6;298/1;0,0786 HA;
512;LD1M / 00064561 / 0;62/1;0,7600 HA;
513;LD1M / 00064706 / 9;96/696/4;0,7747 HA;
514;LD1M / 00064741 / 6;235/6;0,2060 HA;
515;LD1M / 00065359 / 8;268/9;0,0900 HA;
516;LD1M / 00066171 / 3;235/19;0,2578;
517;LD1M / 00066190 / 2;431;0,1300 HA;
518;LD1M / 00066406 / 0;62/2;0,0900 HA;
519;LD1M / 00066500 / 9;236/3;0,1653 HA;
520;LD1M / 00066786 / 7;131/4131/8;1,0698;
521;LD1M / 00066832 / 5;103297/12297/16;0,6840;
522;LD1M / 00066839 / 4;297/14;0,0900 HA;
523;LD1M / 00066977 / 3;95/695/8;1,1761 HA;
524;LD1M / 00066978 / 0;443/1;0,0983 HA;
525;LD1M / 00067108 / 8;247/1;0,4500 HA;
526;LD1M / 00067170 / 3;161/5;0,0862;
527;LD1M / 00067171 / 0;161/6161/8;0,0817 HA;
528;LD1M / 00067173 / 4;236/1;0,0731 HA;
529;LD1M / 00067178 / 9;236/11;0,1616 HA;
530;LD1M / 00067179 / 6;236/9;0,1501;
531;LD1M / 00067180 / 6;124/1;0,1461 HA;
532;LD1M / 00067181 / 3;124/2;0,1462 HA;
533;LD1M / 00067459 / 3;131/5131/6;0,1160 HA;
534;LD1M / 00067460 / 3;131/2;0,0867 HA;
535;LD1M / 00067691 / 1;325/5;0,1104 HA;
536;LD1M / 00067734 / 5;114/1114/4;0,0700 HA;
537;LD1M / 00067884 / 1;314/5314/7285/1;1,1769 HA;
538;LD1M / 00067885 / 8;14/1;0,0851 HA;
539;LD1M / 00067886 / 5;438;0,1377 HA;
540;LD1M / 00068421 / 5;88;0,1568 HA;
541;LD1M / 00068443 / 5;326/13;0,3201 HA;
542;LD1M / 00068558 / 4;114/2;0,0600 HA;
543;LD1M / 00068796 / 4;304/4;0,1281 HA;
544;LD1M / 00068835 / 0;305/10;0,0797 HA;
545;LD1M / 00068837 / 4;439/1439/3;0,0912 HA;
546;LD1M / 00068838 / 1;440/1443/5;0,3294 HA;
547;LD1M / 00068839 / 8;15/4;0,0217 HA;
548;LD1M / 00069284 / 9;130/7;0,1208 HA;
549;LD1M / 00069365 / 1;199/9;0,0500 HA;
550;LD1M / 00069470 / 0;355/1;0,2000 HA;
551;LD1M / 00069621 / 4;331;0,1299 HA;
552;LD1M / 00069631 / 7;4;700,0000 M2;
553;LD1M / 00069702 / 6;152/1;0,0535 HA;
554;LD1M / 00069807 / 2;354/1;0,0900 HA;
555;LD1M / 00069974 / 3;130/6;0,1132 HA;
556;LD1M / 00070156 / 3;199/3;0,0769 HA;
557;LD1M / 00070238 / 2;300/4;0,0146 HA;
558;LD1M / 00070254 / 0;15/5;0,0842 HA;
559;LD1M / 00070458 / 0;81/3;0,1300 HA;
560;LD1M / 00070834 / 0;315;0,9800 HA;
561;LD1M / 00071520 / 3;59;0,2000 HA;
562;LD1M / 00071728 / 1;445/4;0,0619 HA;
563;LD1M / 00071785 / 8;300/1;0,0854 HA;
564;LD1M / 00073531 / 7;276274/3;0,1334 HA;
565;LD1M / 00073677 / 2;232;0,1500 HA;
566;LD1M / 00073993 / 3;290/3288/4;0,0116;
567;LD1M / 00074119 / 0;303/3;0,0991 HA;
568;LD1M / 00074536 / 9;423/2;0,1408 HA;
569;LD1M / 00074879 / 5;4;0,1534 HA;
570;LD1M / 00074883 / 6;5;0,1813 HA;
571;LD1M / 00074934 / 9;23;0,4928 HA;
572;LD1M / 00074946 / 6;150;0,0600 HA;
573;LD1M / 00075049 / 5;134/9;0,1182 HA;
574;LD1M / 00075155 / 1;405;0,0600 HA;
575;LD1M / 00076277 / 9;65;0,4500 HA;
576;LD1M / 00076335 / 4;185/121724/1185/2;1,1893 HA;
577;LD1M / 00076384 / 2;213190/3;0,9763;
578;LD1M / 00076580 / 6;275/2274/2;0,0903 HA;
579;LD1M / 00076738 / 9;96/296/581/281/595/295/494/290/277/2101/176/497/282/282/580/280/579/479/792/2;0,1682;
580;LD1M / 00077615 / 8;159/1;0,0500 HA;
581;LD1M / 00078003 / 2;96/7;0,0778 HA;
582;LD1M / 00078113 / 6;428/2;0,1960 HA;
583;LD1M / 00078459 / 3;190/2190/5;0,0800 HA;
584;LD1M / 00080196 / 8;325/3;0,1299 HA;
585;LD1M / 00080465 / 5;382;0,1100 HA;
586;LD1M / 00080554 / 6;401/1323/1319/2299/7322/8325/1314/6318/1326/8301/3323/5317/2;0,5228;
587;LD1M / 00080644 / 4;325/2;0,1332 HA;
588;LD1M / 00080875 / 2;28;0,5800 HA;
589;LD1M / 00081402 / 3;242/1;0,2000 HA;
590;LD1M / 00081486 / 5;300/3;0,1022 HA;
591;LD1M / 00081805 / 8;175;0,0900 HA;
592;LD1M / 00081963 / 3;305/5;0,1700 HA;
593;LD1M / 00082039 / 4;325/6323/13;0,1360 HA;
594;LD1M / 00082695 / 0;185;0,1700 HA;
595;LD1M / 00083581 / 5;432/1432/2;0,7458 HA;
596;LD1M / 00084033 / 6;321/5;0,0492 HA;
597;LD1M / 00084198 / 0;443/2;0,0907 HA;
598;LD1M / 00084227 / 3;299/3;0,0127 HA;
599;LD1M / 00084294 / 3;15;0,1700 HA;
600;LD1M / 00084515 / 9;120/1;0,0651 HA;
601;LD1M / 00085205 / 0;102/3;0,1422 HA;
602;LD1M / 00085206 / 7;102/1102/2;0,4454 HA;
603;LD1M / 00085362 / 8;137/1;0,1310 HA;
604;LD1M / 00086596 / 4;165/1165/2;0,0784 HA;
605;LD1M / 00090485 / 4;321/7;0,0200 HA;
606;LD1M / 00090492 / 6;321/4;0,0499 HA;
607;LD1M / 00090677 / 7;163/1;0,0709 HA;
608;LD1M / 00090678 / 4;163/2;0,0706 M2;
609;LD1M / 00091472 / 7;;1,9100 HA;
610;LD1M / 00091474 / 1;434436438;1600,0000 M2;
611;LD1M / 00091476 / 5;121/1;0,0524 HA;
612;LD1M / 00091819 / 2;222/2;0,0956 HA;
613;LD1M / 00092567 / 7;299/5;0,0995 HA;
614;LD1M / 00092568 / 4;327/6;0,1024 HA;
615;LD1M / 00092569 / 1;299/1299/2;0,1407 HA;
616;LD1M / 00092570 / 1;327/2;0,1749 HA;
617;LD1M / 00092643 / 4;408/8;0,0738 HA;
618;LD1M / 00092765 / 5;437/8437/25437/26;0,7030 HA;
619;LD1M / 00094488 / 3;305/12;0,0241 HA;
620;LD1M / 00096983 / 7;132/1327/3302/6327/5328/3297/20297/23297/18297/11297/15133/7;0,0719 HA;
621;LD1M / 00097178 / 8;137/2;0,1047 HA;
622;LD1M / 00097180 / 5;137/3;0,1246 HA;
623;LD1M / 00097772 / 2;127/1;0,1514 HA;
624;LD1M / 00098926 / 4;43/1;0,0580 HA;
625;LD1M / 00100277 / 7;310;1,0800;
626;LD1M / 00100450 / 4;302/5;0,5955 HA;
627;LD1M / 00101333 / 5;389/5389/6;0,1993 HA;
628;LD1M / 00101334 / 2;389/3;0,2078 HA;
629;LD1M / 00101335 / 9;389/1389/2;0,1637 HA;
630;LD1M / 00102751 / 8;121/2;0,0532 HA;
631;LD1M / 00102752 / 5;105/1;0,1550 HA;
632;LD1M / 00102753 / 2;105/2;0,0631 HA;
633;LD1M / 00103275 / 4;336174/2;1,0107 HA;
634;LD1M / 00103963 / 4;307/4307/6;0,0864;
635;LD1M / 00105125 / 2;241/1;0,1988 HA;
636;LD1M / 00105777 / 7;122;0,0600 HA;
637;LD1M / 00107655 / 0;306/1306/3305/14;0,2112 HA;
638;LD1M / 00110218 / 9;294/15;0,1372 HA;
639;LD1M / 00110219 / 6;294/18;0,6659 HA;
640;LD1M / 00110546 / 7;302/3;0,0752 HA;
641;LD1M / 00111676 / 4;268/8;0,0899 HA;
642;LD1M / 00113179 / 4;118;0,4400 HA;
643;LD1M / 00113924 / 2;297/22;1988,0000 M2;
644;LD1M / 00113955 / 8;297/19;0,1447 HA;
645;LD1M / 00113956 / 5;297/21;0,1762;
646;LD1M / 00115149 / 9;328/2;0,1703 HA;
647;LD1M / 00115150 / 9;301/1;0,2251 HA;
648;LD1M / 00116357 / 7;104;0,1100 HA;
649;LD1M / 00116734 / 4;106/1106/2;0,2798 HA;
650;LD1M / 00116888 / 8;423/1;0,0733 HA;
651;LD1M / 00117234 / 6;410/8410/5;0,1036 HA;
652;LD1M / 00117534 / 9;235/15;0,1180;
653;LD1M / 00118576 / 2;250/3250/2;0,1646 HA;
654;LD1M / 00118578 / 6;250/1;0,1484 HA;
655;LD1M / 00118949 / 8;301/4;934,0000 M2;
656;LD1M / 00119189 / 9;445/10;0,0897 HA;
657;LD1M / 00119451 / 7;123/1;0,1503 HA;
658;LD1M / 00119597 / 2;328/4;0,1821 HA;
659;LD1M / 00120992 / 1;95/795/9;0,8292 HA;
660;LD1M / 00121634 / 1;306/4;0,0792 HA;
661;LD1M / 00121869 / 7;291/1;0,1028 HA;
662;LD1M / 00121870 / 7;291/2;0,1027 HA;
663;LD1M / 00121909 / 0;420/1;0,1121 HA;
664;LD1M / 00121910 / 0;420/4;0,2508 HA;
665;LD1M / 00122190 / 3;305/13;0,3941 HA;
666;LD1M / 00122191 / 0;305/15;0,0321 HA;
667;LD1M / 00122192 / 7;305/16;0,1202 HA;
668;LD1M / 00122279 / 1;90/6;0,1100 HA;
669;LD1M / 00122656 / 8;16;0,3000 HA;
670;LD1M / 00122658 / 2;305/29;0,1537 HA;
671;LD1M / 00122984 / 6;132/2;0,0909 HA;
672;LD1M / 00123192 / 4;445/2445/3;0,2137 HA;
673;LD1M / 00123278 / 1;311/4;0,0926 HA;
674;LD1M / 00123404 / 4;52/352/4;0,1545;
675;LD1M / 00123498 / 9;445/5445/6;0,2011 HA;
676;LD1M / 00123746 / 3;294/5;0,1349 HA;
677;LD1M / 00123848 / 8;132/3;0,0797 HA;
678;LD1M / 00123867 / 7;445/11;0,0898 HA;
679;LD1M / 00124223 / 8;81/4;0,2762 HA;
680;LD1M / 00124224 / 5;143/1;0,1511;
681;LD1M / 00124248 / 9;408/7408/9;0,0220 HA;
682;LD1M / 00124535 / 8;294/4;0,1754 HA;
683;LD1M / 00124985 / 7;35/3;0,0023 HA;
684;LD1M / 00125293 / 6;223/2;0,1026 HA;
685;LD1M / 00127233 / 2;249;0,2100 HA;
686;LD1M / 00128320 / 6;305/17305/18;0,1348 HA;
687;LD1M / 00128727 / 9;314/4;0,2970 HA;
688;LD1M / 00129148 / 3;167/2167/3;0,0600 HA;
689;LD1M / 00129345 / 4;389/7;0,2410 HA;
690;LD1M / 00129349 / 2;135/5135/6134/7134/5134/6135/8;0,0960 HA;
691;LD1M / 00129877 / 2;279/1279/3;0,0910 HA;
692;LD1M / 00130630 / 9;120/2;0,0736 HA;
693;LD1M / 00131235 / 7;4546/3;0,1500;
694;LD1M / 00131303 / 5;408/10408/11;0,1497 HA;
695;LD1M / 00132029 / 7;430/1;0,2353 HA;
696;LD1M / 00133009 / 8;155/1;0,0869 HA;
697;LD1M / 00133664 / 7;213/1213/3;0,2239 HA;
698;LD1M / 00133889 / 0;305/21;0,1237 HA;
699;LD1M / 00136979 / 9;278/1;0,0648 HA;
700;LD1M / 00137231 / 1;443/6440/3440/2443/4439/4;0,2712;
701;LD1M / 00137670 / 0;167/1;0,0917 HA;
702;LD1M / 00137770 / 1;222/1;0,1540 HA;
703;LD1M / 00137851 / 3;109/2;0,0928 HA;
704;LD1M / 00138364 / 9;177/1;0,0682 HA;
705;LD1M / 00138365 / 6;177/2;0,0745 HA;
706;LD1M / 00138453 / 0;39/139/2;0,1045 HA;
707;LD1M / 00138454 / 7;38;0,3540;
708;LD1M / 00139478 / 8;299/8;0,0776;
709;LD1M / 00140132 / 1;290/1;0,0651 HA;
710;LD1M / 00140133 / 8;290/2;0,1169 HA;
711;LD1M / 00140136 / 9;246;0,0889 HA;
712;LD1M / 00141161 / 0;278/2;0,0775 HA;
713;LD1M / 00141422 / 8;186/1;0,1016 HA;
714;LD1M / 00141423 / 5;186/2;0,0818 HA;
715;LD1M / 00141424 / 2;184;0,1614 HA;
716;LD1M / 00141450 / 3;277;0,1337 HA;
717;LD1M / 00141451 / 0;266/1;0,1014 HA;
718;LD1M / 00142953 / 6;;0,1531 HA;
719;LD1M / 00142954 / 3;112/1112/2;0,1532 HA;
720;LD1M / 00143016 / 3;26;0,3330 HA;
721;LD1M / 00143017 / 0;304/5;0,1290 HA;
722;LD1M / 00144562 / 2;303/2;0,1970 HA;
723;LD1M / 00144910 / 7;304/3;0,1259 HA;
724;LD1M / 00145065 / 5;445/14;0,1789 HA;
725;LD1M / 00146496 / 2;295/1;0,0790 HA;
726;LD1M / 00147551 / 3;305/25305/28;0,5839 HA;
727;LD1M / 00147596 / 0;180/2;0,3273 HA;
728;LD1M / 00147968 / 9;329/2;0,1834 HA;
729;LD1M / 00148291 / 9;299/4;0,0841 HA;
730;LD1M / 00148430 / 6;305/24305/27305/30;0,0452;
731;LD1M / 00149240 / 4;426;0,1763 HA;
732;LD1M / 00149283 / 7;109/1;0,1000 HA;
733;LD1M / 00150137 / 9;268/2;0,0798 HA;
734;LD1M / 00150682 / 4;70/2;0,0576 HA;
735;LD1M / 00151416 / 6;268/1;0,0796 HA;
736;LD1M / 00152121 / 8;445/1;0,0290 HA;
737;LD1M / 00152634 / 7;425/2;0,1053 HA;
738;LD1M / 00153202 / 7;30;0,4473 HA;
739;LD1M / 00153239 / 5;24/2;0,1003 HA;
null;null;null;null;
null;null;null;null;
null;null;null;null;
null;null;null;null;
null;null;null;null;
null;null;null;null;
null;null;null;null;
null;null;null;null;
null;null;null;null;
null;null;null;null;
null;null;null;null;
null;null;null;null;
null;null;null;null;
740;LD1M / 00156727 / 4;261/1261/2;0,1294 HA;
741;LD1M / 00158408 / 6;305/20;0,1280 HA;
742;LD1M / 00158891 / 8;445/15;0,2060 HA;
743;LD1M / 00159498 / 0;52/1;0,0831 HA;
744;LD1M / 00159499 / 7;52/2;0,0832 HA;
745;LD1M / 00159694 / 4;270/2271/2272/4273/1274/1403404274/9;6,7408 HA;
746;LD1M / 00159708 / 6;292/1;0,0808 HA;
747;LD1M / 00160336 / 7;295/2;0,1111 HA;
748;LD1M / 00160540 / 0;19;0,4009 HA;
749;LD1M / 00160541 / 7;146/4146/5;0,8658 HA;
750;LD1M / 00160923 / 9;430/2;0,0185 HA;
751;LD1M / 00161252 / 1;401/2;0,0670 HA;
752;LD1M / 00161639 / 8;86/186/387;0,2455 HA;
753;LD1M / 00161640 / 8;295/3;0,1112 HA;
754;LD1M / 00161681 / 7;295/5;0,0995 HA;
755;LD1M / 00162223 / 6;420/3;0,0553 HA;
756;LD1M / 00162364 / 6;295/4;0,1228 HA;
757;LD1M / 00162718 / 3;271/3274/4274/6274/7269/3274/8;0,3750;
758;LD1M / 00162753 / 0;445/16445/21;0,3277 HA;
759;LD1M / 00163460 / 6;85/185/3111;0,5776 HA;
760;LD1M / 00163772 / 6;25/1;0,3432 HA;
761;LD1M / 00163773 / 3;9;0,7507 HA;
762;LD1M / 00164569 / 7;191;0,1102 HA;
763;LD1M / 00164570 / 7;294/8;0,1500 HA;
764;LD1M / 00165365 / 4;54170/1;0,1863 HA;
765;LD1M / 00165368 / 5;170/2;0,0485 HA;
766;LD1M / 00170418 / 9;215/6;0,1725 HA;
767;LD1M / 00173407 / 0;305/22;0,1502 HA;
768;LD1M / 00173574 / 1;180/1;1160,0000 M2;
769;LD1M / 00173694 / 8;294/14;0,3166 HA;
770;LD1M / 00173695 / 5;294/13294/16294/7294/10294/12;0,0349;
771;LD1M / 00173909 / 9;264;0,2274 HA;
772;LD1M / 00174442 / 4;297/17298/3;0,0839 HA;
773;LD1M / 00174623 / 7;78/3;0,2606 HA;
774;LD1M / 00174758 / 2;46/4;0,0934 HA;
775;LD1M / 00174774 / 0;326/9;0,1314 HA;
776;LD1M / 00174860 / 0;216/1;0,1578 HA;
777;LD1M / 00175010 / 4;298/2;0,0120 HA;
778;LD1M / 00175323 / 1;238/1;2583,0000 M2;
779;LD1M / 00175776 / 1;427;0,6442 HA;
780;LD1M / 00175785 / 7;;null;
781;LD1M / 00175786 / 4;;null;
782;LD1M / 00176014 / 9;36/3;0,0055 HA;
783;LD1M / 00176260 / 8;326/11;0,1000 HA;
784;LD1M / 00176328 / 3;326/12;0,1600 HA;
785;LD1M / 00177522 / 0;323/11323/10;0,1363 M2;
786;LD1M / 00177523 / 7;323/7;1440,0000 M2;
787;LD1M / 00177897 / 9;215/1;0,0237 HA;
788;LD1M / 00177899 / 3;215/2;0,1114 HA;
789;LD1M / 00177953 / 0;195;0,1316 HA;
790;LD1M / 00178451 / 8;323/8;0,1300 HA;
791;LD1M / 00178519 / 3;323/6;0,2153 HA;
792;LD1M / 00178619 / 4;320/6;0,0847 HA;
793;LD1M / 00179517 / 6;114/8;582,0000 M2;
794;LD1M / 00179941 / 7;428/1;0,9950 HA;
795;LD1M / 00179942 / 4;428/4428/5428/7428/12;1,6545 HA;
796;LD1M / 00181426 / 8;35-135/236/136/2;0,2654 HA;
797;LD1M / 00182466 / 7;147/2;0,1269 HA;
798;LD1M / 00182689 / 6;323/12;0,4132 HA;
799;LD1M / 00183029 / 9;46/1;0,0904 HA;
800;LD1M / 00185736 / 2;287/8;0,1839 HA;
801;LD1M / 00185798 / 4;287/2;0,1441 HA;
802;LD1M / 00185802 / 6;287/3317/3;0,2186 HA;
803;LD1M / 00186117 / 4;131/7;0,2203 HA;
804;LD1M / 00186191 / 6;134/8135/7;0,1318 HA;
805;LD1M / 00186326 / 2;75/175/3;0,8568 HA;
806;LD1M / 00187044 / 8;67/2;0,3712;
807;LD1M / 00187045 / 5;67/1157;0,3711 HA;
808;LD1M / 00187601 / 1;304/1;0,1277 HA;
809;LD1M / 00187843 / 9;51/1;0,1347 HA;
810;LD1M / 00187844 / 6;50/1;0,1618 HA;
811;LD1M / 00188201 / 4;77/177/376/8;0,4073;
812;LD1M / 00188223 / 4;25/2;0,3331 HA;
813;LD1M / 00188256 / 4;248;0,2208 HA;
814;LD1M / 00189228 / 6;147/1;0,0569 HA;
815;LD1M / 00189579 / 1;235/16235/20241/4240/4236/10236/12242/4238/2;0,0634 HA;
816;LD1M / 00189692 / 9;115;0,1045 HA;
817;LD1M / 00190861 / 5;437/9437/10;0,7497 HA;
818;LD1M / 00191449 / 8;97/3;0,2459 HA;
819;LD1M / 00193356 / 3;;53,2600 M2;
820;LD1M / 00194903 / 0;296/2;0,2413;
821;LD1M / 00194905 / 4;296/3297/13288/6289/1;0,0432 HA;
822;LD1M / 00195043 / 0;287/5;0,1128 HA;
823;LD1M / 00195046 / 1;287/4;0,0838 HA;
824;LD1M / 00195780 / 8;287/7;0,1207 HA;
825;LD1M / 00196145 / 2;287/6;0,1096 HA;
826;LD1M / 00197983 / 5;213/2;0,1946 HA;
827;LD1M / 00198814 / 7;240/3;0,1833 HA;
828;LD1M / 00199032 / 8;340/1;0,0089 HA;
829;LD1M / 00199055 / 5;445/22;0,3786 HA;
830;LD1M / 00199061 / 0;445/18;0,3975 HA;
831;LD1M / 00199137 / 4;445/25;0,1097 HA;
832;LD1M / 00202330 / 2;129/2;0,1437 HA;
833;LD1M / 00204140 / 7;242/3;0,1889 HA;
834;LD1M / 00204339 / 9;1/21/3;2,3154;
835;LD1M / 00212513 / 2;161/7161/4;0,0850 HA;
836;LD1M / 00213342 / 9;245/2;0,0490 HA;
837;LD1M / 00214176 / 1;237/4;0,1467 HA;
838;LD1M / 00214459 / 9;445/20;0,1557;
839;LD1M / 00215334 / 4;445/24;0,1649 HA;
840;LD1M / 00215855 / 2;444;0,1076 HA;
841;LD1M / 00215921 / 6;221/2;0,1000 HA;
842;LD1M / 00215924 / 7;221/3;0,1532 HA;
843;LD1M / 00216121 / 5;445/19;0,1369 HA;
844;LD1M / 00217155 / 9;445/23;0,1634 HA;
845;LD1M / 00217713 / 9;256/5;0,0514 HA;
846;LD1M / 00222837 / 2;190/420;0,8917 HA;
847;LD1M / 00225802 / 9;322/6;0,0394 HA;
848;LD1M / 00225844 / 5;63/3;0,0985 HA;
849;LD1M / 00225845 / 2;63/4;0,5531 HA;
850;LD1M / 00225846 / 9;63/5;0,1989 HA;
851;LD1M / 00234481 / 8;398/1286/1;0,0338 HA;
852;LD1M / 00234483 / 2;398/2286/4286/9;0,6242 HA;
853;LD1M / 00239897 / 2;361/1;0,0601 HA;
854;LD1M / 00243211 / 1;1/1;0,2000 HA;
855;LD1M / 00243529 / 3;165/3165/4;0,0575 HA;
856;LD1M / 00248613 / 4;280/2;0,0661 HA;
857;LD1M / 00249874 / 8;437/20437/24;0,4524;
858;LD1M / 00250524 / 0;156;0,0976 HA;
859;LD1M / 00250589 / 3;;null;
860;LD1M / 00250973 / 2;;null;
861;LD1M / 00250975 / 6;;null;
862;LD1M / 00251797 / 1;;null;
null;null;null;null;
863;LD1M / 00256748 / 8;286/6;0,1119 HA;
864;LD1M / 00257110 / 4;142/2;0,0557 HA;
865;LD1M / 00258019 / 3;161/3;0,0809 HA;
866;LD1M / 00259416 / 3;90/1;0,1689 HA;
867;LD1M / 00260909 / 6;216/3;0,1381 HA;
868;LD1M / 00260924 / 7;216/5263/1262/1;0,0075;
869;LD1M / 00261135 / 6;428/11;0,1172 HA;
870;LD1M / 00261524 / 0;139/3;0,0654 HA;
871;LD1M / 00261549 / 1;126/2;0,1000 HA;
872;LD1M / 00261729 / 7;179/2;0,0801 HA;
873;LD1M / 00261931 / 6;338/4;0,0745 HA;
874;LD1M / 00262155 / 9;218/2;0,1303 HA;
875;LD1M / 00262158 / 0;218/3;0,1302 HA;
876;LD1M / 00262634 / 1;370;0,0603 HA;
877;LD1M / 00262711 / 5;437/21;0,1238 HA;
878;LD1M / 00262712 / 2;437/22;0,1229 HA;
879;LD1M / 00262713 / 9;437/23;0,4437 HA;
880;LD1M / 00262862 / 8;289/2288/2;0,0787;
881;LD1M / 00263403 / 0;428/6;0,1109 HA;
882;LD1M / 00265322 / 2;10;0,2735 HA;
883;LD1M / 00265542 / 0;340/2;0,7682 HA;
884;LD1M / 00265674 / 4;285/2;0,2437 HA;
885;LD1M / 00265675 / 1;285/3;0,2438 HA;
886;LD1M / 00266119 / 3;15;0,5588 HA;
887;LD1M / 00266121 / 0;;null;
888;LD1M / 00266360 / 7;215/5;0,1275 HA;
889;LD1M / 00266478 / 7;215/4;0,1700 HA;
890;LD1M / 00266598 / 4;279/4;0,1351 HA;
891;LD1M / 00268057 / 4;71;0,5865 HA;
892;LD1M / 00268059 / 8;153;0,1232 HA;
893;LD1M / 00268232 / 5;235/10;0,1361 HA;
894;LD1M / 00269208 / 5;90/7;0,0864 HA;
895;LD1M / 00269209 / 2;90/5;0,0950 HA;
896;LD1M / 00269321 / 3;428/8;0,1109 HA;
897;LD1M / 00270798 / 7;288/3289/3;0,1084 HA;
898;LD1M / 00270799 / 4;288/5;0,1246 HA;
899;LD1M / 00272807 / 8;92/1093/6;0,1183 HA;
900;LD1M / 00273734 / 2;92/1193/7;0,1182 HA;
901;LD1M / 00274283 / 2;92/992/1290/8142/1;0,0347 HA;
902;LD1M / 00274284 / 9;93/8126/1;0,0040 HA;
903;LD1M / 00274958 / 5;172;0,1468 HA;
904;LD1M / 00278318 / 5;268/13;0,0981 HA;
905;LD1M / 00282825 / 3;406/2;0,1360 HA;
906;LD1M / 00283080 / 5;296/1;0,1022 HA;
907;LD1M / 00290330 / 5;146/1;0,1109 HA;
908;LD1M / 00290331 / 2;146/2;0,1109 HA;
909;LD1M / 00290332 / 9;78/4;0,5987 HA;
910;LD1M / 00291049 / 5;267/1;0,1142 HA;
911;LD1M / 00293012 / 1;70/1;0,1780 HA;
912;LD1M / 00295434 / 9;267/4;0,0850 HA;
913;LD1M / 00299003 / 7;40;0,0342 HA;
914;LD1M / 00299131 / 3;133/6;0,0585 HA;
915;LD1M / 00301598 / 2;14;0,2036 HA;
916;LD1M / 00303741 / 4;76/976/6;0,1249 HA;
